text	NOT	HOF
Absolutely disgusted by this vulturejournos.. indianwith [USER] against this ChineseVirus [URL]	0.2603106	0.73968947
The trending video of Boko Haram converting .. people to Islam..in niger state..en mass... certainly the Islamic north has questions to answer..am not seeing mass condemnation of this shameful act... religion is not by force but by conviction...UnknownGunmen Islamophobia	0.3988717	0.60112834
[USER] [USER] India people unfortunately have sick minded politician ModiMadeDisaster causing widespread sadness IndiaCovidCrisis	0.098781675	0.90121835
[USER] [USER] Yes I did. Thank fuck for that. It was only going to be like being shot with a bullshit blunderbuss filled with bollocks.	0.014582125	0.98541784
that greedy little bastard [URL]	0.019519351	0.9804806
[USER] [USER]	0.95529187	0.044708174
[USER] Already had the masked wanker !! Hancock !!😂😂	0.024700016	0.9753
HOLY SHIT LFMAOOFDN DAMN AS SHE SHOULD AHHAHAAH [URL]	0.03215628	0.9678437
2nd astrazeneca jab this morning, thought I was going to be ok this time so went home, hour later I nearly passed out, dizziness, nausea, tingly face, numb hand and forearm, still a bit queasy, very tired AstraZeneca 2nddose COVID19 CovidVaccine	0.98020256	0.019797387
Beware this is a false account. People are trying to target her. BengalBurning BengalViolence [URL]	0.75994533	0.24005468
"What about our current ""Shameless"" politicians PrimeMinister HomeMinister DefenceMinister ? They can't do the same, because they don't have any morality.. they just have the greed for power. ShameOnYouMrPM Resign_PM_Modi [USER] [USER] [USER] [USER] [URL]"	0.062935755	0.9370642
[USER] That pussy would have been dead in about 30seconds if he remotely tried that with a man. The fucking pussy ass weak ass motherfucker	0.014531469	0.98546857
Bad news: India's vaccine shortage--where the country has vaccinated less than 2% of the population and the healthcare system is on the verge of collapse--will last months, it's biggest manufacturer warns - [URL] via [USER] IndiaCovidCrisis COVID19 India	0.87009966	0.1299003
No Beds available in hospitals, no oxygen, no vaccine available, People are helpless, failed PM, incapable to handle pandemic, Entire world seeing you Mr.Modi kindly resign ResignModi	0.044807173	0.95519286
[USER] [USER] [USER] [USER] people who have gotten the CovidVaccine are now testing positive for COVID19 & HIV !!!! god...i feel sorry 4 all of uuuuuu !!!! [URL]	0.9549467	0.045053307
[USER] they said this about bubonic plague or some shit last year and we're fine	0.25647527	0.74352473
all you do is just piss me off [USER] [URL]	0.04832844	0.95167154
"[USER] [USER] Speaking as a Christian: if someone says ""y'all need to just let people live their lives without judgement"" I'm gonna nod my head and agree, because ""y'all"" is clearly not talking about me and mine. It's talking about the judgementa"	0.77539515	0.22460486
I cana[CUR]™t stop watching the stories coming out of India. Ita[CUR]™s just devastating to watch. This virus is a beast. COVID19 coronavirus IndiaCovidCrisis	0.33207107	0.66792893
[USER] BJP's hands are all covered in blood , what is happening right now are not deaths these are groosome murders and it's because of your Government's ignorance , all you want is power but are not capable enough to run nothing efficiently Resi	0.071209006	0.928791
There is difference between InvIT & Modi's Jumala! So stay away otherwise nothing left 😂 invIT stocks investing investments NASDAQ100 [USER] [USER] [USER] [USER] [USER] [USER] ModiKaVaccineJumla AndhBhakt ModiHataoDeshBachao	0.5248957	0.47510433
[USER] [USER] You are a damn lucky bastard....	0.029107228	0.9708928
[USER] [USER] my mates psychobilly band did some obscure euro fest once with a band called 'THE BOLLOCKS QUIFFS'	0.51761043	0.4823896
Me, a submissive dick head with separation anxiety/ attachment issues: Xavier: youa[CUR]™re a good little daisy. Me: ☺ ( [USER] )	0.032722164	0.9672779
[USER] You are right public is at fault for electing an asshole pm ModiMustResign ModiDisasterForIndia ModiKaVaccineJumla ModiFailsIndia	0.022081206	0.9779188
Another request to unfollow me if you are still calling WuhanVirus as either COVID or CORONA.	0.9399551	0.060044844
[USER] Get well soon insane toxic women ..... Thanx to twitter to suspend her account and stop sprayding her toxic thoughts Kanganasuspended 😂🤣 antinationalbollywood antinationalBJP IndiaCovidCrisis IndiaNeedsOxygen	0.22529295	0.774707
[USER] Dick head will always be funnier 😭	0.059049938	0.94095004
[USER] [USER] [USER] [USER] : you made fool of us for calling out vaccination drive for 18+.. no state is having vaccine failed planning looter ModiKaVaccineJumla will vote u out	0.22470163	0.7752984
[USER] She said FUCK them people! Ain't shit u can tell me cause u can't see me!	0.013104981	0.9868951
Too true! I have so much bad feelings about the evil bastard , shouldn't waste my energy on him but I can't help it. Makes me swear a lot now too 🤬 [URL]	0.20241481	0.7975852
I forgot to mention...I got CovidVaccine No. 2 this morning. I'm mostly just dehydrated right now. 🤞 it doesn't get any worse. [URL]	0.97506034	0.024939686
Shit! Accidentally found 1.5 billion aliens. MARTIANS ARE HERE. [USER] [USER] CovidVaccine CoronaSecondWave [URL]	0.59446883	0.40553117
Onus of showing allegiance to infidels. It's heartbreaking to see Osama struggling alone for the judicial killing of his father. A boy whose father sacrificed everything for strongest political party of Bihar yet no one standing beside him. Drop in reply JusticeForShahabuddin	0.7214788	0.27852118
This is really the heart of it. Why is the world suddenly concerned about IndiaCovidCrisis? This visible failure threatens the global capitalistic economy where India was seen as a serious competitor to China. That image is now in shambles; there will be no going back from this. [URL]	0.75452954	0.24547045
IISC wants 15 crore funding but only gets 3 cr. So far What a pathetic 'system' ModiKaVaccineJumla PMCaresFund COVIDEmergency Bengaluru ModiFailsIndia [URL]	0.21830098	0.78169906
I think we should wake up and slap in the face of this failed government... ModiKaVaccineJumla ModiAbandonedIndia	0.06600512	0.9339949
[USER] Simple funda is no tests no cases I wish if Modi had a family he would know the pain of loosing a life ResignModi ResignPMmodi	0.10226151	0.89773846
[USER] Resign_PM_Modi ResignPMmodi ModiHataoDeshBachao RESIGN ModiFailsIndia ModiMadeDisaster ModiKaVaccineJumla ModiResignOrRepeal ModiResign ModiMustResign ModiGovtSeNaHoPayega YogiJhootaHai All this because you pushed the most dive	0.15781666	0.8421833
Bhart me agar garreebi hatani h toh population control honga jaruri h👀 Aj agar population kam hoti na log raste pe hote na aj ye din dekne padte 💔...it's painfull when someone loses there loved once🙂 IndiaCovidCrisis CoronaSecondWave IndiaNeedsOxygen	0.654622	0.345378
[USER] Sir i fully believe you. Only person who can take us out fron this situation is you only sir. I fully believe you But sir we hate China. Chinesevirus killed so many of our country people. China intentionally did all this	0.53998196	0.460018
Mamata Didi you have the blood of my brothers & sisters on your hand.. WE, THE PEOPLE OF INDIA, will not forgive you.. Today we held a peaceful protest in Worli against these atrocities.. We demand Didi's arrest & President's Rule in West Bengal⚠ BengalBurning BengalViolance [URL]	0.29699665	0.7030033
India COVID-19 second wave: I am angry. My father and I have COVID, my mother has cancer [USER] writes in [USER] [URL] | IndiaCovidCrisis	0.9718382	0.028161768
Another wanker scared of women 😹 [URL]	0.025496816	0.97450316
It's 6th day since the vaccination started for 18+ and Telangana Govt is busy doing politics with their own party leader. Please stop politics n save the ppl. Where are the vaccines [USER] [USER] ? ShameOnKCR Telangana CovidVaccine TelanganaHighCourt	0.65244174	0.3475582
[USER] Yeah, poor people don't deserve nice shit. Come on now.	0.03155499	0.96844506
Chuck Woolery blocked me five years ago when I called him a racist shitbag and I see he is trending so I'm guessing it is because he is a racist shitbag.	0.032347392	0.9676527
Sadly Bengal trails while Goa, Kerala, Odisha have administered more than allotted doses by making use of leftover in CovidVaccine vials. Speaks of the efficiency of the concerned health depts. WB Govt can do a lot more than be a mere cry baby accusing the centre of all ills. [URL]	0.724255	0.27574494
why U R unable to cancel12thboardexams2021 students are fully depressed and stressed whole year they were in doubts only and now also they are what our govt is doing if doubts.....not cleared since one year [USER] [USER] [USER] [USER] ResignPMmodi	0.39843598	0.601564
Endless stream of heartbreaking news. What's Delhi government doing? Still O2 issue remains? CM should look into this source [URL] ExitModi ResignModi ResignPMmodi cancel12thboardexams2021 JusticeForShahabuddin AdarPoonawalla lockdown2021 ResignPMmodi	0.22799046	0.77200955
I HATE I. S. L. A. M. O. P. H. O. B. I. A. BUT a question for those who complain, ready to behead WHY IS THERE ISLAMOPHOBIA??? Islam Pakistan Islamophobia OIC [USER] [USER] [USER] [USER] [USER] [USER]	0.3240782	0.6759218
Ancelotti's a bit of a wanker isn't he	0.03078721	0.9692128
[USER] oh.. well I hope he just minds his own damn business then🙂	0.6226063	0.37739372
[USER] Incompetence in everything from demonitization to Covid and spreading hatred. We all lost our peace of mind.ResignModi ResignPMmodi	0.15826873	0.84173125
Lol Micheal Tracey yet again making himself look like a complete asshole [URL]	0.016853001	0.98314697
As a PM u hav failed ur country ppl. All the people who have died bcoz of no proper medical facilities & hospitals are all on ur hands. Ur a murderer. Resign_PM_Modi Murderer_Modi ModiDisasterForIndia NoVoteToBJP ModiMadeDisaster ModiFailsIndia ModiMustResign [URL]	0.062106926	0.9378931
[USER] she served cunt?😭	0.02183821	0.9781618
"[USER] Wouldn't surprise me if the GOP would LOVE to piss off enough military Magats that would end up gleefully abandoning the service & join Trump as his private army....& with equipment in hand for a ""military style coup attempt""! 🤷a"	0.1952847	0.8047153
[USER] [USER] protect human rights of Bengali Hindus you guys are totally failed to protect people of Bengal take immediate action peoples are dying. BengalViolence BengalBurning	0.10657789	0.89342207
JUST WANNA BE HIS WHORE	0.021382188	0.9786178
CNN visited a government run hospital in Uttar Pradesh, India, and found scenes of profound suffering as the nation grapples with the coronavirus crisis. COVIDEmergencyIndia Resign_PM_Modi YogiJhootaHai [URL]	0.6910227	0.30897725
if you feed your dog beer or you blow smoke in your dogs face you are not only an asshole but you deserve to have your face beaten to oblivion	0.018384429	0.9816156
Really miss you 😘😢😭 Mohammadshahabuddin JusticeForShahabuddin Shahabuddin [URL]	0.96068573	0.03931429
My friend asked what it would take to get me to stay at my job. I told her that if they all eat a dick, I'll stay.	0.041460756	0.9585392
Dont Ever try this to cure Covid19 chinesevirus CKMKB [URL]	0.9680489	0.03195111
A stunning profile of Ben Rhodes, the asshole who is the presidenta[CUR]™s foreign policy guru [URL]	0.018831464	0.9811685
lemon demon fnf is so dumb and ugly motherfucker you are a lemon and you're fucking BALD I hate you	0.014518192	0.98548174
[USER] [URL]	0.97153586	0.02846412
Shut up dumb bitch. You have lost your fucking mind. [URL]	0.015430592	0.9845694
At least i dont have higj class hooker syndrome	0.24433956	0.7556605
Bitch	0.030902138	0.96909785
[USER] [USER] why are people travelling from India allowed in the country. The situation in India is devastating. Please can you ban travellers from India, all forms of travelling. Please. IndiaCovidCrisis ProtectSouthAfrica	0.83345187	0.16654816
It's absolutely disturbing to see the violence in Bengal. I hope the authorities book the culprits soon. I deeply condemn it. There should be no place for such violence in Bangal or anywhere in the country. BengalViolance BengalBurning	0.8109328	0.18906717
This is a crisis of your making. Modi cannot solve it. He can only make it worse.This virus prospers in an atmosphere of fear and hatred & ignorance please sir, please, step aside. At least for now.We need a government ResignModi ModisCrimeAgainstIndia [URL]	0.25491256	0.74508744
[USER] pussy from a guy who wishes he had a pussy	0.016295828	0.98370415
Day by day situation of our India getting worse, covid cases are increasing, this Union Gov. couldn't manage this crisis well so many pple died cos of great negligence, pple r very disappointed and sad India need new alternative gov.I record my protest here ResignModi GoOutModi	0.12200434	0.8779957
[USER] Shit is sexy	0.033213943	0.966786
despicable that [USER] was continuing with IPL2021 & diverting govt resources when IndiaCovidCrisis is at its peak. Hopefully some sense prevails now and this circus is canceled Chakravarthy, Warrier test positive for Covid-19; KKR vs RCB rescheduled [URL]	0.8267509	0.17324908
[USER] What a tragedy, it's beyond a nightmare. May Almighty give the bereaved family strength and courage. DelhiNeedsOxygen IndiaNeedsOxygen IndiaCovidCrisis modioxygendo ModiMadeDisaster ModiDisasterForIndia BjpDestroyedIndia	0.8910998	0.10890015
Why did he refuse when this feels so so good? Why did he deny himself and Lao Wen? His hands curl in WKXs hair as the other sucks on his dick messily. The sounds are incredibly filthy and it's so so hot. The lights are dim, but when he lifts his head to look at WKX	0.037031353	0.9629687
So I got vaccinated recently 👏🏾On day 1 I experienced a headache and a blocked nose. On Day 2 I experienced chills, nausea and dizziness. sisonkestudy CovidVaccine covid19SA COVID19 [URL]	0.9825815	0.017418474
If you want to get free nudes! Retweet my post and don't forgot to Follow and Add me on Snapchat for free nudes horny sexting sext horny cum cam nudes masterbation whore fucking masterbait cumwhore pussy sugarbaby pussy cockslut squirt trade [URL]	0.08496567	0.9150343
[USER] You can tell hillary is talking bollocks because his lips are moving.	0.029388437	0.9706115
[USER] [USER] Listen fucker. I'm arguing with you because what your saying what I'm saying. YOU, the god damn tax payer is funding the FED to be the purchaser of last resort for the garbage bonds. No fucking shit CBs aren't our friends. Do you co	0.0135099385	0.98649
Ok, why the fuck do I need to get them CovidVaccine ? I already might of had COVID19 once so I don't need the vaccine .	0.05650312	0.9434969
Absolute bollocks [URL]	0.022603327	0.9773967
Can we just be jabbed already so we can get on with our lives, save our businesses and stop losing our besties to this goddamn disease?? Please Mr. President [USER] cc. [USER] covid19SA CovidVaccine COVIDThirdWave COVID19 🇿🇦	0.67222255	0.32777748
[USER] [USER] [USER] Have you ever tried to put the stump inside a womans cunt hole?	0.038462736	0.9615373
What us the point of using students as pawns to reopen when they have a couple of weeks left? Reopen officially in September and avoid another friggin outbreak I'm so over this shit	0.5695984	0.43040162
ChineseVirus that has ruined the life of millions! [URL]	0.7632413	0.23675872
[USER] When my son was younger I got pretty good at the original Star Wars Battlefront but most of my true gaming skills go back to Pac Man, Donkey Kong, Centipede, Galaga, and Defender	0.96018565	0.039814424
Today we'll be awarned for covid deaths in India: 3600. India inhabitants are more than 1 billion and 390 millions. Covid deaths are so the 0,00026%. In 2019 dead children in India have been 1.035.880. Ok, let's fear the COVID19 IndiaCovidCrisis IndiaNeedsOxygen	0.9126723	0.08732773
People of the UK . If you think it's OK now to ignore the Covid distancing rules , prance around without a mask, let your guard down then read this 👇it's heartbreakingly terrifying . The world is not out of this yet & the Indian variant is here WearADamnMask IndiaCovidCrisis [URL]	0.953238	0.046762023
[USER] youre never an asshole	0.018149028	0.981851
The brain of an 'ascetic' we know. These isn't just a protest against the government, it is the protest to clean the brains of these people. these are the people who get offended over every single thing & cause trouble AndhBhakt ModiKaVaccineJumla YogiJhootaHai IStandWithModi [URL]	0.119958185	0.88004184
ResignMODI! You are murdering your people. Leave!!!	0.030061146	0.9699388
Bengal elections are the proof of already dead conscience of our pseudo political leaders. MamtaBanerjee ResignPMmodi ElectionResults2021	0.096788384	0.90321165
[USER] im grateful for c4 xingqiu but im also a greedy little bastard and i want more !! HHG i hope you can get ur baizhu and scara.. only the nicest birdseed for em	0.061287362	0.9387126
[USER] Damn this is embarrassing	0.7968669	0.20313318
MAMMOOOOOOOON!!!!!! FUCK OFF WILL YOU [URL]	0.014071272	0.9859287
Wish I could get some dick in LA before I head to San Fran tonight	0.022653459	0.9773465
[USER] [USER] [USER] If you think about it guys probably know how to suck dick the best because they know what spots feel good therefore meaning Femboys have bomb head game	0.01900691	0.98099303
In this pandemic situation I request u guys stop doing politics! Everyone know I'm in favour of modi but still [USER] [USER] and so many people's are following me! And I'm also doing the same! Plz try help everyone not create political wars on tl! IndiaCovidCrisis	0.73192346	0.26807648
[USER] TMC goons attacked on union minister's convoy in West Midnapore, broken windows, attacked personal staff. Cutting short my trip. BengalBurning [USER] [USER] [USER] [USER] [USER] [USER] [USER] [URL]	0.6394304	0.3605696
The current situation of India is the worst than ever before... IndiaCovidCrisis IndiaChoked The worst in world in every sector.. The system of india become disaster	0.5930827	0.40691733
I keep on getting stronger cause Ia[CUR]™m too damn mean to die, cause Ia[CUR]™m a scumbag! It dona[CUR]™t hurt my feelings none, Ia[CUR]™m a scumbag	0.04263949	0.9573605
"Sad to see what India is going through but it truly shows one thing - their big talks are just talks, nothing else. Always accusing Pakistan of ""begging"" the world for aid, irony! Today, India is begging the world for oxygen too! IndiaCovidCrisis COVIDEmergencyIndia Covid19"	0.46507266	0.5349273
whenever i u guys making fun of flamboyant gay people, it always makes me want to be more flamboyant to piss u guys off (and for myself, shit seems fun) im a goddamn dudebro but i trust the rainbow gays more than the mfs who make fun of them	0.046707418	0.9532926
I don't care if this upsets people but Muslims are treated vastly different than other Americans and that is just a sad fact Equality Truth Muslim America Islamophobia	0.7176841	0.2823159
This video brought me to tears seeing the plight of the common man! CovidIndia situation is getting worse & they've not even peaked yet! Shame on the Indian govt for allowing the election rallies and festivities to be held without any regards for SocialDistancing. ResignModi [URL]	0.08835579	0.9116442
Swearing in ceremony upon the corpse of BJP karyakartas . BengalBurning [URL]	0.56805754	0.43194243
This is blackmail. CovidVaccine kills more than people. Moral and ethics are gone as well. Well done everybody who's buying into this shit. [URL]	0.10078631	0.8992137
[USER] [USER] When the country is suffering from such pandemic, lack of medical requirements, vaccines and seeking help from other countries, How dare you spent all the tax payers money to build a mansion that costs over Rs.13 Crores. How could	0.45495558	0.5450444
[USER] [USER] you literally have a show where you talk about drama, you do the same thing love 😍😍	0.9396575	0.060342524
[USER] Please, no more Ohio State players. Gonzalez, Hooker, Campbell.	0.7136391	0.28636098
[USER] [USER] you guys have silenced the voice of the country. But enough is enough dont divert the issue now to BengalViolence and make your propaganda machinery to work accordingly. We didnt want a country like this when we voted for you. M	0.32492608	0.675074
Where the fuck are those all who were crying for internal matter of india. You all little swines get out of your holes and help people. Shame shame big shame on you all. Bollywood COVIDEmergencyIndia COVID19India IndiaCovidCrisis	0.02446573	0.9755342
Former Attorney General Padma Vibhushan recipient Soli Sorabjee passes away due to ChineseVirus at the age of 91 yrs. Condolences! 🙏 RIP, Sir.	0.934252	0.0657479
[USER] [USER] Lol... Any government..... Radia aunty... You were a broker aka pimp for the government n received padmashri from them to lick there back. Better you keep your mouth shut radia pimp.	0.025839683	0.97416025
[USER] [USER] [USER] You know that from experiance then ?.. oh wait forgot ya just a wanker	0.035317253	0.96468276
BloodY hell that was not easy nut I've had a great day. Fooked now right enough. On the bus home. What a day, I'm hof cut too cos we finished the walk at 5 then had 3 hrs to kill at the pub before our bus arrived. Thats the way to do it. Pub grub too. Top day. [URL]	0.44153577	0.55846417
"Reminder me of ""Nero"". How apathetic a country leader can be! Why waste tax payer's money amidst this covid-crisis? [URL] IndiaNeedsOxygen IndiaCovidCrisis IndianPolitics ModisCrimeAgainstIndia IndiaCovidRelief"	0.6976841	0.3023159
With a honkin' nose like that, you KNOW this motherfucker loves to smell his own farts. [URL]	0.014921685	0.98507833
[USER] Anarchy isn't antifa Also pass the pro act wanker	0.071356915	0.9286431
Amidst this ongoing IndiaCovidCrisis these news are disturbing. CancelIPL to prevail sanity. Need of the hour is to focus on restoring the normalcy. [URL]	0.9763891	0.023610944
But instead of a mask it's a dick. You're like Bane but with a dick in his mouth. And instead of running you're head-banging like you're at a rock concert. Anyway, just food for thought.	0.02086195	0.9791381
CovidVaccine just got this rubbish through the post box.... not anyone of those...even if I was still wouldna[CUR]™t take it.. ita[CUR]™s also way less than 1 in 100 people that die... COVIDIOTS [URL]	0.12244171	0.8775583
Is this falsification of Covid-19 vaccination certificates a felony offense? If not, it should be. Do you agree? ...VaccineForAll VaccineRegistration CovidVaccine [URL]	0.7586525	0.24134754
[USER] [USER] [USER] So many people are dying in India right now. More help is needed urgently. Fully staffed and stocked field hospitals. IndiaCovidCrisis [USER]	0.97279865	0.02720135
i avoid political posts but FUCK You Mr. Modi, fuck your politics and all your inhumane tactics to let people die. [URL] IndiaCovidCrisis	0.017642116	0.98235786
Fucking hell, even twitter is taking the piss out of us now. Fuck off 🤣🤣🤣🤣🤣 EFC [URL]	0.015014042	0.98498595
[USER] When and how long the wait will be?? Thousands of deaths in a way already.. [USER] is failed..miserably he is unfit in resolving this crisis. India is a developing country but still starving to provide Oxygen for patients😷 Modi ResignPMmodi ModiFailedIndia	0.057749923	0.94225
Utterly disgusted by the PM and his racist Govt for banning Australian citizens stranded in India from returning home. The Govt should provide rescue flights to bring them safely home and establish federal quarantine facilities for them. auspol COVID19Aus IndiaCovidCrisis	0.060960278	0.9390397
[USER] [USER] Horrible scene....Will Modi G Step down for God sake.... ResignModi	0.09830189	0.9016982
I am baffled at the sad state of affairs in India wrt COVID. sad to see so many lives gone.. so many people gasping for breath. Please please vaccinate your loved ones. IndiaCovidCrisis IndiaChoked PrayForIndia	0.9739179	0.026082113
Lady waiting patiently behind a female cyclist in Richmond just now... Male twat overtakes 3 cars at a completely blind area from a tree at me and friend Ban cars through Richmond park!! [USER]	0.039125986	0.960874
[USER] [USER] this John Cena we are talking about he will try and be nice anywhere he goes it is not his fault for China and Taiwan being shitty countries damn I swear you bloody Americans bitch about someone for not doing things you want them to do let them live their lives damn	0.032700922	0.96729904
If youa[CUR]™re eating a burrito you are legally not allowed to set that fucker down til youa[CUR]™re done	0.018008988	0.981991
Ur son of a bitch 🖕😇	0.026894197	0.9731058
Why the fuck am i so nice to you lol	0.015504355	0.98449564
[USER] Yeah but it's just... i dunno some of what he said there is stuff he said to me, and i haven't seen all the assholes. I'm sure they exist it's just... I dunno. I thought me and the others that intereacted with me were civil so maybe i might have	0.02713443	0.9728655
[USER] [USER] Moral responsibility is felt by people who have moral values ! We talking about evil people here . Get them down and jail them ResignPMmodi	0.10071512	0.89928484
Time to start a grassroots activist group dedicated to having Real expelled from La Liga, enjoy coaching in Tercera Grupo VII you cunt	0.29964456	0.7003554
Muslims, there is no Saviour coming for you. If you don't want your Generations to be born in DetentionCamps, resist your own Oppression yourself first. Stop Toeing the line which normalizes Islamophobia n' AntiMuslimHatred.👍	0.5630158	0.4369842
[USER] [USER] And it's more sad when sitting chief minister of haryana disrespect to dead people and unfortunately he is Khajpai... Resign_PM_Modi [URL]	0.11592318	0.88407683
[USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] You have no standing left. Please resign and let the real experts handle this modimadedisater Resign_PM_Modi COVIDSeco	0.078486666	0.9215134
If you think you are too fit and u worn get infected .you had got it wrong! Such a promising young blood gone too soon because of this chinesevirus . Om Namashivaya! [URL]	0.79824317	0.20175682
I Dona[CUR]™t Mind A Bitch Talking About Me But Dona[CUR]™t Lie On My Name 😒 Thats Gonna Piss Me Off	0.021824202	0.9781758
[USER] Pathetic leadership from our govts. Only gimmicks no ground work. Central vista banao aur yahan log oxygen ki kami se Mar rhe hai. How shameful are you mudizee? ResignModi [URL]	0.04374377	0.9562563
ResignModi Because you are as Cruel as This idiot TejaswiSurya Well said [USER] [URL]	0.028494226	0.9715057
1. Don't be a dick	0.016662978	0.983337
[USER] u and your administration has destabilised the image of our great nation 🇮🇳 internationally. Hypothetically speaking you are the worst thing this great nation received.!! So the resolution to this is ResignPMmodi 🙏🏻	0.11205886	0.8879411
Extremely painful to watch... May Allah have mercy on humanity. Lots of prayers for our brother and sisters in India. IndiaCovidCrisis indiacovid [URL]	0.97596085	0.024039175
This is Crime against Humanity, Modi Ji is a failed PM of India's History. ExitModi ResignModi ExitModi [URL] ResignPMmodi	0.03544113	0.96455884
I didn't like that people here are dying ... Retweeting to remind that it's ChineseVirus [URL]	0.86696523	0.13303478
Looking like a hooker all summer 😍>>>>> [URL]	0.72776634	0.27223366
United States BEEN READY for war, the fuck you thought boi??? 😂 but rs tho this whole thing about a song title lol	0.014731284	0.98526865
To be Honest.. Arvind Kejriwal can run the country more efficiently. No,I'm not frm Delhi, neither a bhakt nor a congress fan. ModiResign ModiKaVaccineJumla	0.6485682	0.3514318
[USER] [USER] [USER] Oh damn I wasn't aware of that , so there should be 10% of total portfolio in nexo tokens for 10% interest rate, not very good .	0.714841	0.28515896
[USER] [USER] [USER] Stfu chu nerd ass up pussy 🤓🥸	0.01497134	0.9850286
Lou got drunk off his ass at the baby shower AND ruined the cake. What an asshole. [URL]	0.016688349	0.98331165
This is so ironic. You won't repeal farms laws and pull stunts like this. Our farmers have been struggling for months now. And you think going to Gurudwara will fix this nation? SHAME. FarmersProtest ResignModi [URL]	0.51516396	0.48483604
Shucking people's brains time and again! ModiKaVaccineJumla	0.69218135	0.30781862
damson cant be nigerian....i would have told all of yall to piss off and went about my day	0.043959614	0.9560404
[USER] i hate this whore astrid you should report her tbf	0.0283234	0.9716765
Where is the vaccine [URL] [USER] ... Not even one centre around me is vaccinating 18 to 45... Modi govt is a complete lie.. VaccineShortage Resign_PM_Modi ResignModi [URL]	0.14492156	0.8550784
[USER] ModiResign ModiKaVaccineJumla ModiHataoDeshBachao ModiResignOrRepeal FarmersVsModiVirus FarmLaws_NextPandemic FarmersProtest NoFarmersNoFood boycottGodimedia Shame on Godi media,never raise issue with jumla party. You are equall	0.07220421	0.92779577
Never, ever underestimate the power of your voice. Never stop asking questions and demanding justice. IndiaCovidCrisis [URL]	0.944639	0.055361006
LondonMosqueAttack: Stones and eggs hurled at Muslim worshippers. 'we're used to it, says the centre's secretary.' No. Let's not get used to it. This is not ok and should not be accepted by anyone. Islamophobia londonattack [USER] [USER] [URL]	0.7750596	0.22494045
Gotta smell good for my bitch* [URL]	0.029570656	0.97042936
Why is PM Modi's image on vaccine certificates that State govts have paid for? This desperate need for publicity is the reason our nation is suffering such immense pain today. ResignModi ModiKaVaccineJumla [URL]	0.20094144	0.79905856
[USER] [USER] Well i've spotted another fucker , oh no theres 2 of them😲	0.0146073345	0.98539263
[USER] [USER] [USER] [USER] [USER] Things are not getting better in in India yet. The weekend has been nightmarish for people in India. Can we not provide fully staffed and stocked field hospitals? IndiaCovidCrisis sos	0.9053995	0.094600454
[USER] tf going on with you bro we fucking love you. Cute ass cunt no homo... full homo 😘	0.014937331	0.9850627
See? I'm not an asshole	0.014148204	0.9858518
Deaths Deaths Everywhere, But XiJinping does not care. He gave us death as a gift, So shd we all die, why resist. Remember when we were lifting bodies of our mates, China was officially Mocking us with it's Shameless traits. ChineseVirus WuhanVirus COVID19 [USER] [USER]	0.3061538	0.69384617
[USER] [USER] tried to get it. weak on tech shit lol grandpa is right [URL]	0.075183295	0.92481667
This👇🏻Hard. Stop. CovidVaccine [URL]	0.9781894	0.021810615
"""PM: we haven't had a shift...."" We have a lying ""shit"" PM. ScottyMustGo IndiaCovidCrisis [URL]"	0.07812412	0.9218759
In India's days of darkest despair we are seeing new Heroes emerge but sadly our so called Maha Nayaks have emerged as Maha Naalayaks . kindly STOP making such spineless ppl faces of imp public campaigns & stop giving platforms to their fake acts. HeroesInLife IndiaCovidCrisis	0.21001787	0.78998214
Whore curtain	0.046172835	0.9538272
[USER] This is fake... You are so shameless [USER] ... shamelessmodi Resign_PM_Modi ResignModi ModiMustResign ModiMadeDisaster ModiHataoDeshBachao	0.035708733	0.9642913
[USER] [USER] Fuck right off.. he's shit.. Everton are massive	0.013393113	0.98660684
[USER] [USER] Omg Tonez every time Ia[CUR]™m in London (which is every other week) I think about you! So of course I remember!! bloody hell I miss you loads !!! Thanks for the bday wishes ! How are you?	0.20104052	0.7989595
Enough [USER] [USER] ji. You can be a bystander. No worker will stand for the party ,if party leaves them to lurch. I am hurt BengalBurning BengalViolence [URL]	0.42970398	0.57029605
Admit your mistakes and resign. Because you are not fit for that position [USER] ResignPMmodi ... [USER] [USER] [USER]	0.08190058	0.9180994
A crazy ass woman victimized non stop for 10 years by retarded ass wanna be rapper and drug traffickers finally snaps shit gets real fucking ugly and real damn bloody and it's legit gonna feel so damn good to finally do too bitch its about to be the biggest relief of my damn life	0.013773894	0.986226
Yep there it is! 102.7 Fahrenheit Fever due to the Modera CovidVaccine 2nd dose! Shit!!!!!!!! [URL]	0.290955	0.709045
[USER] [USER] No use we are all so committed this time not you not congress but not even [USER] and chinesevirus can't break us. We have trusted a man with our life. Let him take it or leave it. Why Congress and opposition ruled states were the epicenter.	0.6967351	0.30326498
[USER] [USER] [USER] FROM BMJ. Or are they making it up? Provisional figures from the Office for National Statistics (ONS) show 608 002 registered deaths in England and Wales in 2020. This was the second highest number of deaths in	0.874358	0.12564197
I'm a bad bitch. [URL]	0.023890806	0.97610915
[USER] Full kit wanker	0.02463338	0.9753666
