	Sentence	Predicted label	Matched rule
1974	Shameless creatures. [USER] [USER] SpinelessBJP ResignModi Indians scramble for help but Modi's ministers busy thanking his 'leadership' for O2, ration [URL] via [USER]	NOT	
1975	Save Bengal.. ! Police and goons are killing innocent people. Bengalis are again becoming refugees. Is this a repeat of history where innocent helpless Bengalis are again displaced. BengalBurning	HOF	['(u_1 / kill :ARG1 (u_2 / person))']
1976	He always knows just how to piss me off, Even if i beg he won't lay off.	HOF	['(u_1 / pissHYPHENoff)']
1977	[USER] I take it comes with a 24/7 hooker?	NOT	
1978	I think [USER] treatment of [USER] is a disgrace to the sport. Theyr supposed to organize great tennis matches not pimp athletes to media against their will. Naomi's only 'assignment' is to play her game, period. DISGRACE! Erasing tweets not enough, apologies.	NOT	
1979	[USER] Said it only a few weeks ago, utter shitbag if he leaves	NOT	
1980	ModiKaVaccineJumla..let's kick out this useless piece of shit [USER] in 2024 elections...the most idiot , waste and stupid pm of all time...	HOF	['(u_1 / useless)']
1981	[USER] damn that is fuckin powerful	HOF	['(u_1132 / fucking)']
1982	[USER] Chadda ji this jumbo vaccination centre has been created by Radha Soami Satsang & BLK, congratulated them but taking all the credit is extremely dishonest. KejriwalFailsDelhi ChineseVirus VaccinationForAll	NOT	
1983	Sorry for the negativity but I personally feel if this government is not dragged to court and impeached within a year most of us Indians won't live to see 2024. ModiMustResign Resign_PM_Modi ResignModi	NOT	
1984	On a second thought I feel it is good for India if General election happens Now.This Gov has become worst than UPA 2. Hindus lives far more important than corruption. Even If any one of the allegation was true Modi would've punished them by now. ResignModi or StopBengalMassacre [URL]	NOT	
1985	[USER] [USER] Hate to be a boring cunt but you can't sweat out alcohol. What you were in fact doing is dehydrating your body more than what it already was after drinking alcohol therefor making your body/brain struggle to function due to lack	NOT	
1986	The manner in which women are being pushed, flung on the floor, battered, climbed on, raped - I cannot believe Bengal has a woman at the helm of affairs. Cruelty, vendetta on full display even after winning an election. Where are the upholders of women's rights? BengalBurning	NOT	
1987	[USER] [USER] [USER] [USER] Lessons? You guys cana[CUR]™t prove shit. What do all governing bodies say? Whata[CUR]™s does the liquidator say, what does lord nimmo say? They all know more than you and the other twat	HOF	['(u_1 / shit)']
1988	Stop this megalomaniac from creating more disaster . ResignModi ModiMadeDisaster ModiKaVaccineJumla ModiHataoDeshBachao IndiaFightsCorona [URL]	NOT	
1989	if you wanna shag me just say that, no dey disguise. 😒	NOT	
1990	[USER] Bloody uneducated tea seller is running this country. What else could we expect ResignModi ResignPMmodi ExitModi	NOT	
1991	[USER] [USER] [USER] [USER] [USER] Also no one appreciated me for using WuhanVirus , sab steam steam , spread spread kar rahe hai, I already know that, finding out the interesting part got missed by all who replied Are	NOT	
1992	[USER] Phantoms like a motherfucker!	HOF	['(u_859 / motherfucker)']
1993	[USER] People are dying cuz of fear, not due to WuhanVirus	NOT	
1994	[USER] O yeah should i take ur pussy	NOT	
1995	I am so sad that some of my crew missed glory days of my mako driving skills. Sir Isaac Newton it the deadliest motherfucker in space, but his rules don't apply to the mako.	HOF	['(u_859 / motherfucker)']
1996	"Premier [USER], to those that book CovidVaccine appts and are ""no shows"" which takes away from people who truly want it please start sending them a [CUR]75 bill or applying it to their drivers license-just as one would receive from a doctors office. This is unacceptable. 😡🦠💉"	NOT	
1997	what the f**king irresponsible prime Minister do we have after all this total oxygen allocated is 590 mt to delhi people of Delhi are dying due to lack of oxygen please we request ResignPMmodi NarendraModi AmitShah ArvindKejariwal DelhiFightsCorona [URL]	NOT	
1998	ChineseVirus led to global pandemic ChineseVaccine is a failure. Just ask Seychelles Now, world is waiting what destruction ChineseRocket brings to the world But, hey, we cana[CUR]™t criticise China at all!	NOT	
1999	[USER] [USER] I 100% look like a hooker with my baps	NOT	
2000	[USER] [USER] George: This is a cartoon! Clerk: Hey, I had to draw that guy from memory. Considering, I think that's damn good.	NOT	
2001	ModiKaVaccineJumla The Vaccination drive by Modi Govt has proven to be a big failure. Lakhs of youth have registered for vaccination but are unable to schedule an appointment because the hospitals do not have enough stock. ✔✔	NOT	
2002	I'm a bloody bitch	HOF	['(u_1 / bitch)']
2003	This makes me hate muslims and then they coin terms like Islamophobia [URL]	NOT	
2004	Who did this? ☺☺ Pakistan PakistanstandswithIndia IndiaCovidCrisis Yesterday 12 died due to lack of oxygen in Delhi. Why is india not accepting an ambulance convoy lined up at the doorstep? People are dying & govt is ignoring this help hours away from worst hit hospitals. [URL]	NOT	
2005	wait FUCK i mean this summer	HOF	['(u_2 / fuck)']
2006	You cannot seek help from someone who got you in trouble in the first place. ModiResign ModiMustResign ResignModi Resign_PM_Modi COVID19 COVIDEmergency ModiKaVaccineJumla RohitSardana [URL]	NOT	
2007	[USER] [USER] [USER] [USER] No they are not, they wouldn't be crossing the channel in flimsy rubber boats if they were legal and don't start bullshitting about them being refugees, that's bollocks and you know it.	HOF	['(u_1 / bullshit)']
2008	Apartheid is apartheid is apartheid is apartheid. Stop silencing us. Speak up for Palestine. SilenceisViolence FreePalestine HumanRights Islamophobia 🤲🏾🇵🇸❤ [URL] [URL]	NOT	
2009	HIJO DE PUTAAAA MERECE CARCEL, MUERTE, TORTURA, QUE LE CORTEN LAS MANOS, LOS PIES Y EL PUTO PIPI!! FIND THIS MOTHERFUCKER [URL]	HOF	['(u_859 / motherfucker)']
2010	[USER] Very sad, I saw him various debates. Too young to leave. Waiting for Karma to hit back China for all these untimely deaths due to ChineseVirus WuhanLabVirus.	NOT	
2011	[USER] Mazz intellectually dishonest fraud without Felgie thinking he can do the asshole chair job	HOF	['(u_401 / asshole)']
2012	The enormity of the situation back home is too painful to ignore or not be aware of. Here's a fundraiser, I've started to help people in some way. IndiaCovidCrisis Help India Survive COVID-19 [URL]	NOT	
2013	[USER] [USER] Blatant Islamophobia and lies in your blog. As for the 'discrepancy' Palestinians weren't driven out but were fleeing from conflict: that is bullshit on a stick. Did they jump or were they pushed? It makes little difference. It was a pogrom and Israel is still ethnic cleansing	HOF	['(u_1 / bullshit)']
2014	Modi govt thinks Delhi is in Pakistan.. That's why it lied in HC today that it never promised to SC abt meeting oxygen demand..but court read centre's statement made in SC and exposed Modi govt.. Such a shameless govt ! ResignModi	HOF	['(u_1 / shame :ARG0 (u_2 / shame|vulture|amr|elect|i|media|it|expose|you|have|obligate|support|nation|result|tell|person|get|vote|possible|religious|bastard|this|know|democracy|let|we|pull|and))']
2015	[USER] This is so sad. CKMKB chinesevirus has ruined so many families across the world. 😔	NOT	
2016	[USER] [USER] WHERE ON EARTH HAVE YOU BEEN, I MISSED YOU	NOT	
2017	Save our kids. 🙏🙏🙏 If you know a minor who has lost both parents to covid, you must inform the right person. You must call the right number. Thread. india CovidIndia IndiaCovidCrisis indiacovid [URL]	NOT	
2018	why don't you do it on the private account you blocked me on? or are you that much of an attention whore you felt the need to go at someone publicly for no reason?	NOT	
2019	U made us beg infront of the world, u made us stand in lines, u made us suffer in every way we are ashamed but u r shameless Resignmodi [USER] [URL]	HOF	['(u_1 / shame :ARG0 (u_2 / shame|vulture|amr|elect|i|media|it|expose|you|have|obligate|support|nation|result|tell|person|get|vote|possible|religious|bastard|this|know|democracy|let|we|pull|and))']
2020	Pls make the CovidVaccine available.Ahmednagar Whenever I'm going to book slot for vaccination, it get disappear within fraction of second, like flash sale. Slot opening time is also not fixed, something wrong is happening inside. [USER] [USER] [USER]	NOT	
2021	Absolutely disgusted by this vulturejournos.. indianwith [USER] against this ChineseVirus [URL]	NOT	
2022	The trending video of Boko Haram converting .. people to Islam..in niger state..en mass... certainly the Islamic north has questions to answer..am not seeing mass condemnation of this shameful act... religion is not by force but by conviction...UnknownGunmen Islamophobia	NOT	
2023	[USER] [USER] India people unfortunately have sick minded politician ModiMadeDisaster causing widespread sadness IndiaCovidCrisis	NOT	
2024	[USER] [USER] Yes I did. Thank fuck for that. It was only going to be like being shot with a bullshit blunderbuss filled with bollocks.	HOF	['(u_2 / fuck)']
2025	that greedy little bastard [URL]	HOF	['(u_1 / bastard)']
2026	[USER] [USER]	NOT	
2027	[USER] Already had the masked wanker !! Hancock !!😂😂	NOT	
2028	HOLY SHIT LFMAOOFDN DAMN AS SHE SHOULD AHHAHAAH [URL]	NOT	
2029	2nd astrazeneca jab this morning, thought I was going to be ok this time so went home, 1/2 hour later I nearly passed out, dizziness, nausea, tingly face, numb hand and forearm, still a bit queasy, very tired AstraZeneca 2nddose COVID19 CovidVaccine	NOT	
2030	Beware this is a false account. People are trying to target her. BengalBurning BengalViolence [URL]	NOT	
2031	"What about our current ""Shameless"" politicians PrimeMinister HomeMinister DefenceMinister ? They can't do the same, because they don't have any morality.. they just have the greed for power. ShameOnYouMrPM Resign_PM_Modi [USER] [USER] [USER] [USER] [URL]"	NOT	
2032	[USER] That pussy would have been dead in about 30seconds if he remotely tried that with a man. The fucking pussy ass weak ass motherfucker	HOF	['(u_1132 / fucking)']
2033	Bad news: India's vaccine shortage--where the country has vaccinated less than 2% of the population and the healthcare system is on the verge of collapse--will last months, it's biggest manufacturer warns - [URL] via [USER] IndiaCovidCrisis COVID19 India	NOT	
2034	No Beds available in hospitals, no oxygen, no vaccine available, People are helpless, failed PM, incapable to handle pandemic, Entire world seeing you Mr.Modi kindly resign ResignModi	NOT	
2035	[USER] [USER] [USER] [USER] people who have gotten the CovidVaccine are now testing positive for COVID19 & HIV !!!! god...i feel sorry 4 all of uuuuuu !!!! [URL]	NOT	
2036	[USER] they said this about bubonic plague or some shit last year and we're fine	HOF	['(u_1 / shit)']
2037	all you do is just piss me off [USER] [URL]	HOF	['(u_1 / pissHYPHENoff)']
2038	"[USER] [USER] Speaking as a Christian: if someone says ""y'all need to just let people live their lives without judgement"" I'm gonna nod my head and agree, because ""y'all"" is clearly not talking about me and mine. It's talking about the judgementa"	NOT	
2039	I cana[CUR]™t stop watching the stories coming out of India. Ita[CUR]™s just devastating to watch. This virus is a beast. COVID19 coronavirus IndiaCovidCrisis	NOT	
2040	[USER] BJP's hands are all covered in blood , what is happening right now are not deaths these are groosome murders and it's because of your Government's ignorance , all you want is power but are not capable enough to run nothing efficiently Resi	NOT	
2041	There is difference between InvIT & Modi's Jumala! So stay away otherwise nothing left 😂 invIT stocks investing investments NASDAQ100 [USER] [USER] [USER] [USER] [USER] [USER] ModiKaVaccineJumla AndhBhakt ModiHataoDeshBachao	NOT	
2042	[USER] [USER] You are a damn lucky bastard....	HOF	['(u_1 / bastard)']
2043	[USER] [USER] my mates psychobilly band did some obscure euro fest once with a band called 'THE BOLLOCKS QUIFFS'	NOT	
2044	Me, a submissive dick head with separation anxiety/ attachment issues: Xavier: youa[CUR]™re a good little daisy. Me: ☺ ( [USER] )	HOF	['(u_1 / dick)']
2045	[USER] You are right public is at fault for electing an asshole pm ModiMustResign ModiDisasterForIndia ModiKaVaccineJumla ModiFailsIndia	HOF	['(u_401 / asshole)']
2046	Another request to unfollow me if you are still calling WuhanVirus as either COVID or CORONA.	NOT	
2047	[USER] Get well soon insane toxic women ..... Thanx to twitter to suspend her account and stop sprayding her toxic thoughts Kanganasuspended 😂🤣 antinationalbollywood antinationalBJP IndiaCovidCrisis IndiaNeedsOxygen	NOT	
2048	[USER] Dick head will always be funnier 😭	HOF	['(u_1 / QUOTEDickQUOTE)']
2049	[USER] [USER] [USER] [USER] : you made fool of us for calling out vaccination drive for 18+.. no state is having vaccine failed planning looter ModiKaVaccineJumla will vote u out	NOT	
2050	[USER] She said FUCK them people! Ain't shit u can tell me cause u can't see me!	HOF	['(u_2 / fuck)']
2051	Too true! I have so much bad feelings about the evil bastard , shouldn't waste my energy on him but I can't help it. Makes me swear a lot now too 🤬 [URL]	HOF	['(u_1 / bastard)']
2052	I forgot to mention...I got CovidVaccine No. 2 this morning. I'm mostly just dehydrated right now. 🤞 it doesn't get any worse. [URL]	NOT	
2053	Shit! Accidentally found 1.5 billion aliens. MARTIANS ARE HERE. [USER] [USER] CovidVaccine CoronaSecondWave [URL]	HOF	['(u_1 / shit)']
2054	Onus of showing allegiance to infidels. It's heartbreaking to see Osama struggling alone for the judicial killing of his father. A boy whose father sacrificed everything for strongest political party of Bihar yet no one standing beside him. Drop in reply JusticeForShahabuddin	HOF	['(u_1 / kill :ARG1 (u_2 / person))']
2055	This is really the heart of it. Why is the world suddenly concerned about IndiaCovidCrisis? This visible failure threatens the global capitalistic economy where India was seen as a serious competitor to China. That image is now in shambles; there will be no going back from this. [URL]	NOT	
2056	IISC wants 15 crore funding but only gets 3 cr. So far What a pathetic 'system' ModiKaVaccineJumla PMCaresFund COVIDEmergency Bengaluru ModiFailsIndia [URL]	NOT	
2057	I think we should wake up and slap in the face of this failed government... ModiKaVaccineJumla ModiAbandonedIndia	NOT	
2058	[USER] Simple funda is no tests no cases I wish if Modi had a family he would know the pain of loosing a life ResignModi ResignPMmodi	NOT	
2059	[USER] Resign_PM_Modi ResignPMmodi ModiHataoDeshBachao RESIGN ModiFailsIndia ModiMadeDisaster ModiKaVaccineJumla ModiResignOrRepeal ModiResign ModiMustResign ModiGovtSeNaHoPayega YogiJhootaHai All this because you pushed the most dive	NOT	
2060	Bhart me agar garreebi hatani h toh population control honga jaruri h👀 Aj agar population kam hoti na log raste pe hote na aj ye din dekne padte 💔...it's painfull when someone loses there loved once🙂 IndiaCovidCrisis CoronaSecondWave IndiaNeedsOxygen	NOT	
2061	[USER] Sir i fully believe you. Only person who can take us out fron this situation is you only sir. I fully believe you But sir we hate China. Chinesevirus killed so many of our country people. China intentionally did all this	HOF	['(u_1 / kill :ARG1 (u_2 / person))']
2062	Mamata Didi you have the blood of my brothers & sisters on your hand.. WE, THE PEOPLE OF INDIA, will not forgive you.. Today we held a peaceful protest in Worli against these atrocities.. We demand Didi's arrest & President's Rule in West Bengal⚠ BengalBurning BengalViolance [URL]	NOT	
2063	India COVID-19 second wave: I am angry. My father and I have COVID, my mother has cancer [USER] writes in [USER] [URL] | IndiaCovidCrisis	NOT	
2064	Another wanker scared of women 😹 [URL]	HOF	['(u_1 / wanker :mod (u_2 / .*))']
2065	It's 6th day since the vaccination started for 18+ and Telangana Govt is busy doing politics with their own party leader. Please stop politics n save the ppl. Where are the vaccines [USER] [USER] ? ShameOnKCR Telangana CovidVaccine TelanganaHighCourt	NOT	
2066	[USER] Yeah, poor people don't deserve nice shit. Come on now.	HOF	['(u_1 / shit)']
2067	Chuck Woolery blocked me five years ago when I called him a racist shitbag and I see he is trending so I'm guessing it is because he is a racist shitbag.	NOT	
2068	Sadly Bengal trails while Goa, Kerala, Odisha have administered more than allotted doses by making use of leftover in CovidVaccine vials. Speaks of the efficiency of the concerned health depts. WB Govt can do a lot more than be a mere cry baby accusing the centre of all ills. [URL]	NOT	
2069	why U R unable to cancel12thboardexams2021 students are fully depressed and stressed whole year they were in doubts only and now also they are what our govt is doing if doubts.....not cleared since one year [USER] [USER] [USER] [USER] ResignPMmodi	NOT	
2070	Endless stream of heartbreaking news. What's Delhi government doing? Still O2 issue remains? CM should look into this source [URL] ExitModi ResignModi ResignPMmodi cancel12thboardexams2021 JusticeForShahabuddin AdarPoonawalla lockdown2021 ResignPMmodi	NOT	
2071	I HATE I. S. L. A. M. O. P. H. O. B. I. A. BUT a question for those who complain, ready to behead WHY IS THERE ISLAMOPHOBIA??? Islam Pakistan Islamophobia OIC [USER] [USER] [USER] [USER] [USER] [USER]	NOT	
2072	Ancelotti's a bit of a wanker isn't he	HOF	['(u_1 / wank)']
2073	[USER] oh.. well I hope he just minds his own damn business then🙂	NOT	
2074	[USER] Incompetence in everything from demonitization to Covid and spreading hatred. We all lost our peace of mind.ResignModi ResignPMmodi	NOT	
2075	Lol Micheal Tracey yet again making himself look like a complete asshole [URL]	HOF	['(u_401 / asshole)']
2076	As a PM u hav failed ur country ppl. All the people who have died bcoz of no proper medical facilities & hospitals are all on ur hands. Ur a murderer. Resign_PM_Modi Murderer_Modi ModiDisasterForIndia NoVoteToBJP ModiMadeDisaster ModiFailsIndia ModiMustResign [URL]	NOT	
2077	[USER] she served cunt?😭	NOT	
2078	"[USER] Wouldn't surprise me if the GOP would LOVE to piss off enough military Magats that would end up gleefully abandoning the service & join Trump as his private army....& with equipment in hand for a ""military style coup attempt""! 🤷a"	HOF	['(u_1 / pissHYPHENoff)']
2079	[USER] [USER] protect human rights of Bengali Hindus you guys are totally failed to protect people of Bengal take immediate action peoples are dying. BengalViolence BengalBurning	NOT	
2080	JUST WANNA BE HIS WHORE	NOT	
2081	CNN visited a government run hospital in Uttar Pradesh, India, and found scenes of profound suffering as the nation grapples with the coronavirus crisis. COVIDEmergencyIndia Resign_PM_Modi YogiJhootaHai [URL]	NOT	
2082	if you feed your dog beer or you blow smoke in your dogs face you are not only an asshole but you deserve to have your face beaten to oblivion	HOF	['(u_401 / asshole)']
2083	Really miss you 😘😢😭 Mohammadshahabuddin JusticeForShahabuddin Shahabuddin [URL]	NOT	
2084	My friend asked what it would take to get me to stay at my job. I told her that if they all eat a dick, I'll stay.	HOF	['(u_1 / dick)']
2085	Dont Ever try this to cure Covid19 chinesevirus CKMKB [URL]	NOT	
2086	A stunning profile of Ben Rhodes, the asshole who is the presidenta[CUR]™s foreign policy guru [URL]	HOF	['(u_401 / asshole)']
2087	lemon demon fnf is so dumb and ugly motherfucker you are a lemon and you're fucking BALD I hate you	NOT	
2088	[USER] [URL]	NOT	
2089	Shut up dumb bitch. You have lost your fucking mind. [URL]	HOF	['(u_1132 / fucking)']
2090	At least i dont have higj class hooker syndrome	NOT	
2091	Bitch	HOF	['(u_1 / QUOTEBitchQUOTE)']
2092	[USER] [USER] why are people travelling from India allowed in the country. The situation in India is devastating. Please can you ban travellers from India, all forms of travelling. Please. IndiaCovidCrisis ProtectSouthAfrica	NOT	
2093	It's absolutely disturbing to see the violence in Bengal. I hope the authorities book the culprits soon. I deeply condemn it. There should be no place for such violence in Bangal or anywhere in the country. BengalViolance BengalBurning	NOT	
2094	This is a crisis of your making. Modi cannot solve it. He can only make it worse.This virus prospers in an atmosphere of fear and hatred & ignorance please sir, please, step aside. At least for now.We need a government ResignModi ModisCrimeAgainstIndia [URL]	NOT	
2095	[USER] pussy from a guy who wishes he had a pussy	NOT	
2096	Day by day situation of our India getting worse, covid cases are increasing, this Union Gov. couldn't manage this crisis well so many pple died cos of great negligence, pple r very disappointed and sad India need new alternative gov.I record my protest here ResignModi GoOutModi	NOT	
2097	[USER] Shit is sexy	HOF	['(u_1 / shit)']
2098	despicable that [USER] was continuing with IPL2021 & diverting govt resources when IndiaCovidCrisis is at its peak. Hopefully some sense prevails now and this circus is canceled Chakravarthy, Warrier test positive for Covid-19; KKR vs RCB rescheduled [URL]	NOT	
2099	[USER] What a tragedy, it's beyond a nightmare. May Almighty give the bereaved family strength and courage. DelhiNeedsOxygen IndiaNeedsOxygen IndiaCovidCrisis modioxygendo ModiMadeDisaster ModiDisasterForIndia BjpDestroyedIndia	NOT	
2100	Why did he refuse when this feels so so good? Why did he deny himself and Lao Wen? His hands curl in WKXs hair as the other sucks on his dick messily. The sounds are incredibly filthy and it's so so hot. The lights are dim, but when he lifts his head to look at WKX	HOF	['(u_1 / dick)']
2101	So I got vaccinated recently 👏🏾On day 1 I experienced a headache and a blocked nose. On Day 2 I experienced chills, nausea and dizziness. sisonkestudy CovidVaccine covid19SA COVID19 [URL]	NOT	
2102	If you want to get free nudes! Retweet my post and don't forgot to Follow and Add me on Snapchat for free nudes horny sexting sext horny cum cam nudes masterbation whore fucking masterbait cumwhore pussy sugarbaby pussy cockslut squirt trade [URL]	HOF	['(u_764 / whore)']
2103	[USER] You can tell hillary is talking bollocks because his lips are moving.	NOT	
2104	[USER] [USER] Listen fucker. I'm arguing with you because what your saying what I'm saying. YOU, the god damn tax payer is funding the FED to be the purchaser of last resort for the garbage bonds. No fucking shit CBs aren't our friends. Do you co	HOF	['(u_1132 / fucking)']
2105	Ok, why the fuck do I need to get them CovidVaccine ? I already might of had COVID19 once so I don't need the vaccine .	HOF	['(u_2 / fuck)']
2106	Absolute bollocks [URL]	NOT	
2107	Can we just be jabbed already so we can get on with our lives, save our businesses and stop losing our besties to this goddamn disease?? Please Mr. President [USER] cc. [USER] covid19SA CovidVaccine COVIDThirdWave COVID19 🇿🇦	NOT	
2108	[USER] [USER] [USER] Have you ever tried to put the stump inside a womans cunt hole?	NOT	
2109	What us the point of using students as pawns to reopen when they have a couple of weeks left? Reopen officially in September and avoid another friggin outbreak I'm so over this shit	HOF	['(u_1 / shit)']
2110	ChineseVirus that has ruined the life of millions! [URL]	NOT	
2111	[USER] When my son was younger I got pretty good at the original Star Wars Battlefront but most of my true gaming skills go back to Pac Man, Donkey Kong, Centipede, Galaga, and Defender	NOT	
2112	Today we'll be awarned for covid deaths in India: 3600. India inhabitants are more than 1 billion and 390 millions. Covid deaths are so the 0,00026%. In 2019 dead children in India have been 1.035.880. Ok, let's fear the COVID19 IndiaCovidCrisis IndiaNeedsOxygen	NOT	
2113	People of the UK . If you think it's OK now to ignore the Covid distancing rules , prance around without a mask, let your guard down then read this 👇it's heartbreakingly terrifying . The world is not out of this yet & the Indian variant is here WearADamnMask IndiaCovidCrisis [URL]	NOT	
2114	[USER] youre never an asshole	HOF	['(u_401 / asshole)']
2115	The brain of an 'ascetic' we know. These isn't just a protest against the government, it is the protest to clean the brains of these people. these are the people who get offended over every single thing & cause trouble AndhBhakt ModiKaVaccineJumla YogiJhootaHai IStandWithModi [URL]	NOT	
2116	ResignMODI! You are murdering your people. Leave!!!	NOT	
2117	Bengal elections are the proof of already dead conscience of our pseudo political leaders. MamtaBanerjee ResignPMmodi ElectionResults2021	NOT	
2118	[USER] im grateful for c4 xingqiu but im also a greedy little bastard and i want more !! HHG i hope you can get ur baizhu and scara.. only the nicest birdseed for em	HOF	['(u_1 / bastard)']
2119	[USER] Damn this is embarrassing	NOT	
2120	MAMMOOOOOOOON!!!!!! FUCK OFF WILL YOU [URL]	HOF	['(u_1 / fuckHYPHENoff)']
2121	Wish I could get some dick in LA before I head to San Fran tonight	HOF	['(u_1 / dick)']
2122	[USER] [USER] [USER] If you think about it guys probably know how to suck dick the best because they know what spots feel good therefore meaning Femboys have bomb head game	HOF	['(u_1 / dick)']
2123	In this pandemic situation I request u guys stop doing politics! Everyone know I'm in favour of modi but still [USER] [USER] and so many people's are following me! And I'm also doing the same! Plz try help everyone not create political wars on tl! IndiaCovidCrisis	NOT	
2124	[USER] TMC goons attacked on union minister's convoy in West Midnapore, broken windows, attacked personal staff. Cutting short my trip. BengalBurning [USER] [USER] [USER] [USER] [USER] [USER] [USER] [URL]	NOT	
2125	The current situation of India is the worst than ever before... IndiaCovidCrisis IndiaChoked The worst in world in every sector.. The system of india become disaster	NOT	
2126	I keep on getting stronger cause Ia[CUR]™m too damn mean to die, cause Ia[CUR]™m a scumbag! It dona[CUR]™t hurt my feelings none, Ia[CUR]™m a scumbag	NOT	
2127	"Sad to see what India is going through but it truly shows one thing - their big talks are just talks, nothing else. Always accusing Pakistan of ""begging"" the world for aid, irony! Today, India is begging the world for oxygen too! IndiaCovidCrisis COVIDEmergencyIndia Covid19"	NOT	
2128	whenever i u guys making fun of flamboyant gay people, it always makes me want to be more flamboyant to piss u guys off (and for myself, shit seems fun) im a goddamn dudebro but i trust the rainbow gays more than the mfs who make fun of them	HOF	['(u_1 / pissHYPHENoff)']
2129	I don't care if this upsets people but Muslims are treated vastly different than other Americans and that is just a sad fact Equality Truth Muslim America Islamophobia	NOT	
2130	This video brought me to tears seeing the plight of the common man! CovidIndia situation is getting worse & they've not even peaked yet! Shame on the Indian govt for allowing the election rallies and festivities to be held without any regards for SocialDistancing. ResignModi [URL]	HOF	['(u_1 / shame :ARG1 (u_2 / media|person|publication|they|you|party|have|government))']
2131	Swearing in ceremony upon the corpse of BJP karyakartas . BengalBurning [URL]	NOT	
2132	This is blackmail. CovidVaccine kills more than people. Moral and ethics are gone as well. Well done everybody who's buying into this shit. [URL]	HOF	['(u_1 / shit)']
2133	[USER] [USER] When the country is suffering from such pandemic, lack of medical requirements, vaccines and seeking help from other countries, How dare you spent all the tax payers money to build a mansion that costs over Rs.13 Crores. How could	NOT	
2134	[USER] [USER] you literally have a show where you talk about drama, you do the same thing love 😍😍	NOT	
2135	[USER] Please, no more Ohio State players. Gonzalez, Hooker, Campbell.	NOT	
2136	[USER] [USER] you guys have silenced the voice of the country. But enough is enough dont divert the issue now to BengalViolence and make your propaganda machinery to work accordingly. We didnt want a country like this when we voted for you. M	NOT	
2137	Where the fuck are those all who were crying for internal matter of india. You all little swines get out of your holes and help people. Shame shame big shame on you all. Bollywood COVIDEmergencyIndia COVID19India IndiaCovidCrisis	HOF	['(u_2 / fuck)']
2138	Former Attorney General Padma Vibhushan recipient Soli Sorabjee passes away due to ChineseVirus at the age of 91 yrs. Condolences! 🙏 RIP, Sir.	NOT	
2139	[USER] [USER] Lol... Any government..... Radia aunty... You were a broker aka pimp for the government n received padmashri from them to lick there back. Better you keep your mouth shut radia pimp.	NOT	
2140	[USER] [USER] [USER] You know that from experiance then ?.. oh wait forgot ya just a wanker	HOF	['(u_1 / wanker :mod (u_2 / .*))']
2141	BloodY hell that was not easy nut I've had a great day. Fooked now right enough. On the bus home. What a day, I'm hof cut too cos we finished the walk at 5 then had 3 hrs to kill at the pub before our bus arrived. Thats the way to do it. Pub grub too. Top day. [URL]	HOF	['(u_2 / fuck)']
2142	"Reminder me of ""Nero"". How apathetic a country leader can be! Why waste tax payer's money amidst this covid-crisis? [URL] IndiaNeedsOxygen IndiaCovidCrisis IndianPolitics ModisCrimeAgainstIndia IndiaCovidRelief"	NOT	
2143	With a honkin' nose like that, you KNOW this motherfucker loves to smell his own farts. [URL]	HOF	['(u_859 / motherfucker)']
2144	[USER] Anarchy isn't antifa Also pass the pro act wanker	NOT	
2145	Amidst this ongoing IndiaCovidCrisis these news are disturbing. CancelIPL to prevail sanity. Need of the hour is to focus on restoring the normalcy. [URL]	NOT	
2146	But instead of a mask it's a dick. You're like Bane but with a dick in his mouth. And instead of running you're head-banging like you're at a rock concert. Anyway, just food for thought.	HOF	['(u_1 / dick)']
2147	CovidVaccine just got this rubbish through the post box.... not anyone of those...even if I was still wouldna[CUR]™t take it.. ita[CUR]™s also way less than 1 in 100 people that die... COVIDIOTS [URL]	NOT	
2148	Is this falsification of Covid-19 vaccination certificates a felony offense? If not, it should be. Do you agree? ...VaccineForAll VaccineRegistration CovidVaccine [URL]	NOT	
2149	[USER] [USER] [USER] So many people are dying in India right now. More help is needed urgently. Fully staffed and stocked field hospitals. IndiaCovidCrisis [USER]	NOT	
2150	i avoid political posts but FUCK You Mr. Modi, fuck your politics and all your inhumane tactics to let people die. [URL] IndiaCovidCrisis	HOF	['(u_2 / fuck)']
2151	Fucking hell, even twitter is taking the piss out of us now. Fuck off 🤣🤣🤣🤣🤣 EFC [URL]	HOF	['(u_2 / fuck)']
2152	[USER] When and how long the wait will be?? Thousands of deaths in a way already.. [USER] is failed..miserably he is unfit in resolving this crisis. India is a developing country but still starving to provide Oxygen for patients😷 Modi ResignPMmodi ModiFailedIndia	NOT	
2153	Utterly disgusted by the PM and his racist Govt for banning Australian citizens stranded in India from returning home. The Govt should provide rescue flights to bring them safely home and establish federal quarantine facilities for them. auspol COVID19Aus IndiaCovidCrisis	NOT	
2154	[USER] [USER] Horrible scene....Will Modi G Step down for God sake.... ResignModi	NOT	
2155	I am baffled at the sad state of affairs in India wrt COVID. sad to see so many lives gone.. so many people gasping for breath. Please please vaccinate your loved ones. IndiaCovidCrisis IndiaChoked PrayForIndia	NOT	
2156	Lady waiting patiently behind a female cyclist in Richmond just now... Male twat overtakes 3 cars at a completely blind area from a tree at me and friend Ban cars through Richmond park!! [USER]	NOT	
