text_id	text	task_1	task_2	task_3
hasoc_en_2314	[USER] [USER] 'It's not about EU, it's about me!' BorisJohnsonShouldNotBePM [URL]	NOT	NONE	NONE
hasoc_en_2315	The UK faces wildcat strikes and civil disobedience if Boris Johnson commits to a no-deal Brexit as prime minister, a group of campaigners have warned. BorisJohnsonShouldNotBePM StopBrexit SummerOfResistance PutItToThePeople [URL]	NOT	NONE	NONE
hasoc_en_2316	[USER] It's not raining as it's England's match..ECB & ICC have scheduled all England matches where possibility of rain is minnimum i.e, 'Rain Fixing'. [USER] must change the venue of INDvPAK match from Manchester to London. ENGvWI ShameOnICC RainStopsMatch CWC19 INDvsPAK WIvsENG	NOT	NONE	NONE
hasoc_en_2317	What Pompeo forgot about the flag Resist ResistTrump FuckTrump [URL]	NOT	NONE	NONE
hasoc_en_2318	[USER] [USER] [USER] I've definitely not heard enough. And what i have heard / read indicates 🍄 has obstructed justice and his campaign worked in conjunction with Russia to be illegitimately installed as a russian-asset. IReadTheMuellerReport TrumpIsATraitor ImpeachTheMFTraitor	NOT	NONE	NONE
hasoc_en_2319	Idiot Trump gets harpooned for 'Prince of Whales' spelling error TrumpStupid Its Prince of Wales, you baffoon TrumpIsANationalDisgrace TrumpIsNotAboveTheLaw TrumpIsATraitor TRUMPISALIAR NoMoreTrumpism Obstruction VoteBlue [USER] [URL]	HOF	OFFN	TIN
hasoc_en_2320	[USER] Not on my life would I wish Trump a happy birthday. TrumpIsATraitor	NOT	NONE	NONE
hasoc_en_2321	IdiotTrump forgets an important rule: don't make up quotes from real people TrumpsAnInternationalDisgrace [URL]	NOT	NONE	NONE
hasoc_en_2322	[USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] DoctorsFightBack GetWellSoonMamataDidi Mamata Didi, You strip doctors of their dignity and expect them to do nothing? Why play with people's lives because of your sheer arrogance? [URL]	NOT	NONE	NONE
hasoc_en_2323	Do not remove the batch at any cost DhoniKeepsTheGlove We support you MS 🇮🇳 ICC must give equal treatment to everyone.. What do you call this a spirit of cricket...? [URL]	NOT	NONE	NONE
hasoc_en_2324	[USER] [USER] I DEMAND TRUMP RESIGN TrumpIsATraitor	NOT	NONE	NONE
hasoc_en_2325	DoctorsFightBack After jy shrii raam controversy [USER], calls doctors outsiders protesting on behalf of other political parties Dear Mamata didi, instead of blaming Doctors perhaps you should introspect once for a change SaturdayMotivation SaturdayThoughts [URL]	NOT	NONE	NONE
hasoc_en_2326	[USER] [USER] does only two things. 1. Sleeps most of the times 2. Wakes up to impose some restrictions on [USER] valid or otherwise DhoniKeepTheGlove DhoniKeepsTheGlove [URL]	NOT	NONE	NONE
hasoc_en_2327	We are with you 🙌🏻 DoctorsFightBack DoctorsProtest DoctorStrike Savethedoctors doctors_against_assualt DontGiveUp KolkataViolence Kolkata MamtaBanerjee SaveBengalSaveDemocracy mamtafrustrated mamtalosingcontrol SaveTheSaviours SaveBengal SaveOurDoctors [URL]	NOT	NONE	NONE
hasoc_en_2328	ICC behaving like ECI DhoniKeepsTheGlove	NOT	NONE	NONE
hasoc_en_2329	Thread of great importance and florid profanity FuckTrump [URL]	NOT	NONE	NONE
hasoc_en_2330	I'll drink to that fucktrump 🥂 [URL]	NOT	NONE	NONE
hasoc_en_2331	[USER] We have ZERO interest in playing GOD, so please don't treat us either as a GOD or as a DOG! If you deserve respect, so do we, nothing more and nothing less... DoctorsFightBack	NOT	NONE	NONE
hasoc_en_2332	Your momma should've swallowed... Trump, the poster child for retroactive abortions. FuckTrump [URL]	HOF	OFFN	TIN
hasoc_en_2333	[USER] Talk trash?? No, just my opinion that people take this way too serious. But we do agree on one thing that is way more important than any game or any injury fucktrump.	NOT	NONE	NONE
hasoc_en_2334	[USER] If not possible to keep insignia on gloves [USER] should have tattoo of insignia on his arms. [USER] [USER] [USER] keepthegloves bcci DhoniKeepsTheGlove Dhoni BalidaanBadge zeenews	NOT	NONE	NONE
hasoc_en_2335	It may just drizzle for a few hours on sunday, but due to lack of covers and resulting wet outfield, the Ind-Pak match is likely to be abandoned shameonIcc	NOT	NONE	NONE
hasoc_en_2336	My mementoes today included this P.O.S.... so I'll give him a shout out. Never forget... BrockTurner Rapist [URL]	NOT	NONE	NONE
hasoc_en_2337	The confusion created by the Right-Wing extremists, or otherwise known as Republicans, resulted in Trump in the White House Reinstate CommonSense TrumpIsATraitor CorruptGOP GOPcorruptionandcruelty GOPComplicitTraitors Resisters ResistersForum ResistanceUnited VoteBlue [URL]	NOT	NONE	NONE
hasoc_en_2338	DhoniKeepsTheGlove the ICC is the new british raj dictating on the colonies what and what not to wear. BCCI looking at money aspect will bow down to its british raj masters	NOT	NONE	NONE
hasoc_en_2339	Stop Violence Against Doctors!! DoctorsFightBack DoctorsStrike Modi DoctorsProtest [URL]	NOT	NONE	NONE
hasoc_en_2340	[USER] Congratulations P.M. we are happy to have you our prime minister. I would like to request you take some strict action against rapist, make some strict rules against them. Numbers of rape are increasing day by day instead of reducing...	NOT	NONE	NONE
hasoc_en_2341	We're about to get our own trump BorisJohnsonShouldNotBePM borisjohnsonisaclown [URL]	NOT	NONE	NONE
hasoc_en_2342	Welcome to Trumpworld morintoon TrumpIsATraitor TrumpElections TrumpCollusion TrumpCriminalInvestigations TrumpCrimeSyndicate TrumpCult [URL]	NOT	NONE	NONE
hasoc_en_2343	Mobile Phone Software in Delhi is the best cell phone monitoring software for the clients and this is the hacking and tracking software. [URL] ShameOnICC SaveBengal	NOT	NONE	NONE
hasoc_en_2344	Mass resignation at medicalcollegekolkata Salute. DoctorsFightBack [URL]	NOT	NONE	NONE
hasoc_en_2345	History will remember this as not only doctors but the common citizens' first movement against the autocratic dictatorship of Mamata-Bin-Tughlaq!! All this without any political support!! SaveTheDoctors SaveBengal DoctorsFightBack [URL]	NOT	NONE	NONE
hasoc_en_2346	Dear [USER], Instead of focussing on [USER] gloves better focus on improving the quality of umpires. 4 decisions overturned so far in today's game + a huge No Ball miss that costed Chris Gayle's wicket. DhoniKeepsTheGlove	NOT	NONE	NONE
hasoc_en_2347	[USER] I'm boycotting Trump's 4th of July political rally. Everyone should. JohnMcCainDay FBRParty ImpeachTrumpNow TrumpIsATraitor DerangedDonald	NOT	NONE	NONE
hasoc_en_2348	Why is BorisJohnsonShouldNotBePM hiding from the press and tv cameras? No show on C4LeadershipDebate & today conspicuous by his absence from the hustings [USER]	NOT	NONE	NONE
hasoc_en_2349	[USER] [USER] What has he seen from Trump that indicates he's shown good judgement? Just SAYING He would take Information from A Foreign Govt shows Terrible Judgment! TrumpIsATraitor	NOT	NONE	NONE
hasoc_en_2350	Once BorisJohnson becomes PM, denial is no longer an option. BorisJohnsonShouldNotBePM JC4PM [URL]	NOT	NONE	NONE
hasoc_en_2351	It is an appeal for all Indians and Indian Cricket Fans plz wear tshirts having balidan insignia printed on them while going to watch the match. In this way, we can protest against ICC hypocrite and foolish decision BalidaanBadge indiawithdhoni DhoniKeepsTheGlove [URL]	NOT	NONE	NONE
hasoc_en_2352	Happy JohnMcCainDay !! FuckTrump	NOT	NONE	NONE
hasoc_en_2353	What I do... whether it's plants or relationships... Murderer [URL]	NOT	NONE	NONE
hasoc_en_2354	Not even if office yet and already he's being a twat. dickhead [URL]	HOF	PRFN	TIN
hasoc_en_2355	[USER] About time to give this tournament a cold shoulder, let [USER] suffer some losses. DhoniKeepsTheGlove	NOT	NONE	NONE
hasoc_en_2356	Lulz new meme of the day :D! OpKKK optrump opdomesticterrorism fucktrump ImpeachTrumpNow ImpeachDonaldTrumpNOW [URL]	NOT	NONE	NONE
hasoc_en_2357	[USER] [USER] [USER] [USER] [USER] we want answer. [USER] [USER] great initiative and support BalidaanBadge BCCI DhoniKeepTheGlove DhoniKeSaathDesh DhoniKeepsTheGlove DhoniAtCWC19 Dhoni dhonigloves [URL]	NOT	NONE	NONE
hasoc_en_2358	Junior doctors refuse to meet Chief Minister MamataBanerjee at her office in Nabanno and have instead asked her to meet them at NRS Medical College and Hospital as they feel insecure and apprehensive about meeting her behind closed doors DoctorsFightBack [URL]	NOT	NONE	NONE
hasoc_en_2359	[USER] Special Birthday Song for Drumpf! fuckTrump [URL]	NOT	NONE	NONE
hasoc_en_2360	[USER] is just a greasy piece of shit. The world is darker with him in it. Iran TrumpIsATraitor TrumpMustResign TrumpsAnInternationalDisgrace TrumpResign TrumpTantrum jailtrump IndictTrump ImpeachTrumpNow ImpeachDonaldTrumpNOW ImpeachTrump [URL]	HOF	OFFN	TIN
hasoc_en_2361	[USER] Somebody turn off the Gaslighting already. TrumpIsATraitor TrumpIsTheEnemyOfThePeople TrumpTantrum [URL]	NOT	NONE	NONE
hasoc_en_2362	ICC showed his full attention towarrds Dhoni's gloves But gives a few attention in choosing a perfect place for the world cup 2K19 ShameOnICC [URL]	NOT	NONE	NONE
hasoc_en_2363	[USER] [USER] [USER] [USER] Who the Fuck are you? Oh, nobody. That explains it. Douchebag	HOF	PRFN	TIN
hasoc_en_2364	What a proud moment!!😍 We literally waited for 4 years to see the rain of englnd Thankyou [USER] 🙂 ShameICC ShameOnICC rainyworldcup RainStopsMatch rain Worldcup19 WorldCup	NOT	NONE	NONE
hasoc_en_2365	[USER] CM of the state MamataBanerjee vists the hospital , threatens the protesting docs. of punishment accuses them of differentiating patients on the basis of religion & tells them they shouldn't complain because police personnel also faces the same 2/3 DoctorsFightBack	NOT	NONE	NONE
hasoc_en_2366	If you are [USER] then you're a piece of shit. If you are [USER] then you are a piece of shit. If you are a supporter of either Trump or Pence the you are a piece of shit. fucktrump fuckpence fuckthegop	HOF	PRFN	TIN
hasoc_en_2367	[USER] [USER] You love trump too . So there's that. TrumpIsATraitor	NOT	NONE	NONE
hasoc_en_2368	[USER] For a moment on June 6, 2019 during your speech in Normandy I experienced a momentary feeling of contentment. It actually felt like I was listening to an actual POTUS & that felt good. U delivered an excellent speech to the world.. Then u went back to ASSHOLE mode! FuckTrump⚖🇺🇲	HOF	PRFN	TIN
hasoc_en_2369	There is only one clear winner this Cricket World Cup- RAIN; given us consistent performances and remains undefeated!!!! ShameOnICC	NOT	NONE	NONE
hasoc_en_2370	Change host uk to India know [USER] ShameOnICC	NOT	NONE	NONE
hasoc_en_2371	Government_of_india is still sleeping This is Day 5 of protest...No one from the central government or state government care about the situation and the patients dying outside the hospitals. DoctorsFightBack DoctorsUnderOppression healthcare	NOT	NONE	NONE
hasoc_en_2372	PLEASE SEE WHAT THEY ARE SAYING FIRST-HAND. DON'T TRUST YELLOW JOURNALISTS! DoctorsFightBack DoctorsStrike DoctorsProtest StandWithNRSMCH [URL]	NOT	NONE	NONE
hasoc_en_2373	.[USER] oh hey its a 'tough guy' with a badge assaulting citizens for no reason 🙄 Douchebag BadCop	NOT	NONE	NONE
hasoc_en_2374	[USER] WillieBrownsCumDumpster HorizontalHarris HeelsUpHarris What about the fathers who can't be with their children because they were ripped from the womb? [USER] = murderer [USER] = Disgrace to humanity	HOF	OFFN	TIN
hasoc_en_2375	Why wasn't Boris at the debate last evening running for Prime Minister with the other candidates, surely there a reason that I clearly missed out 🤔🙄primemister BorisJohnsonShouldNotBePM	NOT	NONE	NONE
hasoc_en_2376	TraitorTrump Unleashes AM Tweet As World Crumbles Around Him TrumpIsATraitor VoteBlue2020 [URL]	NOT	NONE	NONE
hasoc_en_2377	[USER] What in the absolute hell is wrong with you?!? TrumpIsUnfit TrumpIsATraitor TrumpIsACriminal	NOT	NONE	NONE
hasoc_en_2378	Everyone should be scared that TraitorTrump doesn't know the difference between right and wrong. TrumpIsATraitor TrumpTreason TrumpTraitor [URL]	NOT	NONE	NONE
hasoc_en_2379	How scary is this, [USER]? ImpeachmentHearingsNow ImpeachmentHearingsNow ImpeachDonaldTrumpNOW TrumpIsATraitor [URL] [URL]	NOT	NONE	NONE
hasoc_en_2380	[USER] [USER] All the positive replies on here are bots! You are such a Douchebag	NOT	NONE	NONE
hasoc_en_2381	Dear [USER] you can remove sign of BALIDAN from [USER] gloves but you can't remove his respect for INDIAN ARMY from his heart. He is not a cricketer, He is GOD for us. DhoniKeepTheGlove Dhoni DhoniKeepsTheGlove [URL]	NOT	NONE	NONE
hasoc_en_2382	Our entire state wants to know who this Minister in context is. Request all the media houses to pursue this matter relentlessly and also the IAS officer in context should be given an award for his gallantry. IMAFraud [URL]	NOT	NONE	NONE
hasoc_en_2383	[USER] [USER] Act like you been there befo....Oh that's right. Never been there. That's cute. Good for you guys....DoucheBag	NOT	NONE	NONE
hasoc_en_2384	DoctorsFightBack SaveBengal Savethedoctors Yaa... Its not cool. But it has become more than just a fight for doctors. Its a fight for democracy... Our leaders do whatever they want in the name of democracy... It's time to put full stop to that. share SaveBengalSaveDemocracy [URL]	NOT	NONE	NONE
hasoc_en_2385	100% Right... ShameOnICC [USER] [URL]	NOT	NONE	NONE
hasoc_en_2386	Hypocrisy is Pakistani team can offer namaz on the ground but Dhoni cant display balidan badge?? Then Indian team should offer Hanuman Chalisa, Durga Puja on the ground. DhoniKeepsTheGlove	HOF	HATE	TIN
hasoc_en_2387	[USER] Show us the keeping gloves and we would tell. 😋 DhoniKeepsTheGlove DhoniKeepTheGlove IndiaWithDhoni AusvInd INDvAUS CWC19	NOT	NONE	NONE
hasoc_en_2388	Fuck [USER] [USER] Way to make it financially more difficult to support a US company and the future of the auto industry 🖕🏽 assclown WorstPresidentEver RealNews DoucheBag [URL]	HOF	PRFN	TIN
hasoc_en_2389	[USER] [USER] [USER] [USER] [USER] what was happening there? DhoniKeSaathDesh DhoniKeepTheGlove DhoniKeepsTheGlove DhoniKeepBalidaanBadgeGlove Dhoni [USER] [URL]	NOT	NONE	NONE
hasoc_en_2390	😂Forget Parsees Save 😂 CongBachaoRahulHatao congressneveragain CongressMuktMaharashtra CongressParty congresschorhai rajivviraatvacation rajivgandhichorhai rahulscorpenelink RahulNowLiability CongratulationsMheshimiwa AbkiBaar300Paar AbHogaNYAY CongressMuktBharat [URL]	HOF	HATE	TIN
hasoc_en_2391	[USER] [USER] Be Quiet or the racist scarecrow with the orange face will get you!! fucktrump FUCKTHEGOP ImpeachTrumpNow [URL]	HOF	PRFN	TIN
hasoc_en_2392	I salute his love for the nation and soldiers! We are proud you dhoni ❤ continue to wear your gloves till we lift the World cup I stand by [USER] [USER] DhoniKeepsTheGlove [URL]	NOT	NONE	NONE
hasoc_en_2393	Have you entered this RedmiK20 & RedmiK20Pro Giveaway by [USER]? If not, do it NOW!!! [URL] ContestAlert Contest FathersDay CWC19 instagramdown ShameOnICC Savethedoctors DoctorsFightBack JEEAdvanced INDvPAK giveawaycontest Giveaway	NOT	NONE	NONE
hasoc_en_2394	[USER] [USER] [USER] [USER] DhoniKeepsTheGlove always 😘	NOT	NONE	NONE
hasoc_en_2395	I deeply request all indian fans to carry the Balidan dagger flag whoever going to watch the cricket in stadium or wear T-shirt with the logo. [USER] Show the power of us DhoniKeepsTheGlove IndiaWithDhoni	NOT	NONE	NONE
hasoc_en_2396	I'm NOT checking any fucking citizenship box FuckTrump. [URL]	HOF	PRFN	TIN
hasoc_en_2397	Which is more important? Savethedoctors DoctorsFightBack DoctorsStrike [USER] [USER] [USER] [USER] [USER]	NOT	NONE	NONE
hasoc_en_2398	Who benefits from the explosion in the sea of Oman CopaAmerica GrahamNorton DoctorsFightBack LifeAfterLockup INDvPAK DoctorsUnderOppression SaturdayMotivation tvikkumtmilllnaattu INDvsPAK Oman SaturdayMorning Iran Trump SearchWWW [URL]	NOT	NONE	NONE
hasoc_en_2399	Traitor piece of shit mother fucker. FuckTrump TraitorTrump ImpeachTheMFTraitor	HOF	PRFN	TIN
hasoc_en_2400	An Indian Lieutenant Colonel showing support to Indian Army is never the wrong thing, and i believe good things should always be continued. DhoniKeepsTheGlove	NOT	NONE	NONE
hasoc_en_2401	DhoniKeepsTheGlove Dear friends, let's support Dhoni by changing all our profile picture in all our social media profiles as a symbol of Balidhan logo. Dhoni please don't remove the Gloves entire India is with you. Jai hindh	NOT	NONE	NONE
hasoc_en_2402	What a douche nozzle. FuckTrump BeBest MAGA AmericaFirst [URL]	HOF	PRFN	TIN
hasoc_en_2403	WHY? Oh that's right because he's a stupid fucking greedy moron with two brain dead Sons who love to kill endangered animals! FuckTrump ImpeachTrump WorstPresidentEver [URL]	HOF	PRFN	TIN
hasoc_en_2404	TerroristNationPakistan 90% Pakistanis wants war with India and 10% said war should not be. And Those 10% belongs to Pakistans Armed Forces 😂 TerroristNationPakistan	HOF	HATE	TIN
hasoc_en_2405	[USER] [USER] Question is... Why a terroristNationPakistan allowed to play [USER] international cricket tournaments ???	HOF	HATE	TIN
hasoc_en_2406	OPPO is confused After Spending Rs.1100cr to BCCI sponsorship there logo has less recall compared to Dhonis IndianArmy BalidanBadge CricketWorldCup Cricket DhoniKeepsTheGlove DhoniKeSaathDesh [USER] [USER] [USER] [USER] [USER] [USER] [USER]	NOT	NONE	NONE
hasoc_en_2407	Taking a trip to New York. If this gets 100 likes, I'll take a shit on Trump Tower. fucktrump TrumpsWorseThanNixon	HOF	PRFN	TIN
hasoc_en_2408	GandiNaaliAbuse - Using this type of language for the PM of India elected by a landslide by the people of India is totally unacceptable and is akin to abusing the mandate given by the people.	NOT	NONE	NONE
hasoc_en_2409	The UK is just going to be like another mistress for BorisJohnson. He'll fuck her completely but eventually get bored with her and piss off, denying any responsibility for whatever bastard encumbrances he leaves her with. Wibble.	HOF	PRFN	TIN
hasoc_en_2410	FUCK YEAH MY NIECE: IF PEOPLE DONT LIKE HOT CHIPS THEY SHOULD GO TO THE DOCTOR TEACH THE CHILDREN WELL ETC	HOF	PRFN	TIN
hasoc_en_2411	[USER] Abusing Modi who is taking Bharat on top ranking on world map Shame GandiNaaliAbuse	NOT	NONE	NONE
hasoc_en_2412	spycam lesbians kazakhstan dating sites cum grannies doctors oral sex pussy fuck ass fucked girl getting fucked clips nipples sex phat ass fucked fuck housewife girls have real sex sex stories real nipples cock pic.twitter.com/XtSNYnH8oI	HOF	PRFN	TIN
hasoc_en_2413	It's ok to have different beliefs, if those beliefs don't endanger others or infringe upon their human rights. Advocating changes in law to allow parents to Doctor Shop in order to avoid vaccines is ignorant and dangerous. Again, fuck Jessica Biel.	HOF	PRFN	TIN
hasoc_en_2414	I think the Janeu is on ulta and the Hindu kid seems to be doing namaaz. This picture is as authentic as mythical Ganga Jamuni Tehzeeb	NOT	NONE	NONE
hasoc_en_2415	GandiNaaliAbuse Insult to the Premier of the nation is an insult to the entire country.	NOT	NONE	NONE
hasoc_en_2416	CongGandiNaaliInsult GandiNaaliAbuse May be that guy, doesn't know Hindi, most thought, they heard him say GandHi Naali !	HOF	OFFN	TIN
hasoc_en_2417	but my doctor said whole grains are healthy and saturated fat in beef is bad. Do you really think you know more than my doctor?! Yes God damn it I know way the fuck more than your stupid ass doctor when it comes to nutrition	HOF	PRFN	TIN
hasoc_en_2418	Boris Johnson is full of shit, he wants the prime minister role as its the only toy the spoiled bastard as never had, its ok for him to play with U.K. n toss it when broken, normal people will be the ones suffering whilst that mega rich lying bastard wont give a flying fuck	HOF	PRFN	TIN
hasoc_en_2419	So they're using Boris Johnson's comments to keep Nazanin Zaghari Ratcliffe imprisoned & he refuses to take any responsibility for his actions? And you think this twat is fit to be PM? Fuck off! GMB	HOF	PRFN	TIN
hasoc_en_2420	[USER] Abusing Modi who is taking Bharat on top ranking on world map Shame GandiNaaliAbuse	NOT	NONE	NONE
hasoc_en_2421	GandiNaaliAbuse | During the electoral process a lot of filthy language was used, but what happened today. It was against the Prime Minister of the country: Smita Prakash- Editor, ANI	NOT	NONE	NONE
hasoc_en_2422	Personally, I say lets go the whole hog & get [USER] elected to PM. Him & Trump would be a bumbling comedy double act destroying lives & the planet but making great TV! After all, it's not about policy, it's about personality & pandering to fear. Fuck your kids future!	HOF	PRFN	TIN
hasoc_en_2423	Since Ive attended UCLA ive seen: MANY suicides A school shooting An admissions scandal School doctor sexually assaults students Creepy professors/TAs who fuck students I have no idea what the fuck were 1 in	HOF	PRFN	TIN
hasoc_en_2424	Golden state had two players re-injure themselves in the same game. Don't blame the doctors Fuck them doctors.	HOF	PRFN	TIN
hasoc_en_2425	He must have voted for trump	NOT	NONE	NONE
hasoc_en_2426	Why do you talk in first person?	NOT	NONE	NONE
hasoc_en_2427	Going to war. Hey these other countries pd traitor Trump and kush. Now they are making it happen. Right from the start	HOF	OFFN	TIN
hasoc_en_2428	Trump has a habit of creating a crisis and then jumping in and solving it. We HAD an agreement only problem in the [USER] s eyes is that it happened during Pres Obamas administration. You all need to get over yourselves and put country over party.	NOT	NONE	NONE
hasoc_en_2429	Misuse of right to speech GandiNaaliAbuse	NOT	NONE	NONE
hasoc_en_2430	How the fuck does Boris keep finding women to sleep with him ? He looks like a preschooler drew a rapists face on a chunk of uncooked sausage meat BorisJohnson BorisJohnsonShouldNotBePM pic.twitter.com/16e9rypbWN	HOF	PRFN	TIN
hasoc_en_2431	GandiNaaliAbuse PM is not responsible for each and everything! Why do they abuse PM ?	NOT	NONE	NONE
hasoc_en_2432	When rahul is president then what others can say only abuses GandiNaaliAbuse	NOT	NONE	NONE
hasoc_en_2433	3 weeks ago I said to friends: Id be amazed if [USER] doesnt bottle being PM again like last time & find some excuse to drop out of the race. Because he is all mouth & knows deep down he be a shit PM & cant deliver fuck all & knows he will be a failure BorisJohnson pic.twitter.com/aNi4O9bdaM	HOF	PRFN	TIN
hasoc_en_2434	gandinaaliabuse how can Indian citizens tolerate behavior of cong leader in lok sabha	NOT	NONE	NONE
hasoc_en_2435	Who thinks the debates just won't be the same without Donna Brazile working on them behind the scenes?	NOT	NONE	NONE
hasoc_en_2436	GandiNaaliAbuse can someone ask Adhir, as to why his daughter committed suicide, what did she saw???	NOT	NONE	NONE
hasoc_en_2437	GandiNaaliAbuse Crazy politics of Cong has vanished its element of cultural ethics .	NOT	NONE	NONE
hasoc_en_2438	[USER] must answer if word GandiNaaliAbuse used by his leader in LS is word of love. It is exemplary culture of BJP MPs who did not refer opposition to Mathai book in response to such dirty language. [USER] [USER] [USER] GandiNaaliAbuse	NOT	NONE	NONE
hasoc_en_2439	They wont be applauding when he fucks up Brexit. Only a moron can look at what Johnson has done as a politician and conclude that hell do what he says he will.	HOF	PRFN	TIN
hasoc_en_2440	Trump did it again!! Iran leadership doesnt understand the words nice and compassion... Donald is soooo funny!	NOT	NONE	NONE
hasoc_en_2441	GandiNaaliAbuse GandiNaaliInsult gandinaali By such statements you are insulting People of India. He is elected and selected by us. You have no right to say such things.	NOT	NONE	NONE
hasoc_en_2442	GandiNaaliAbuse Adhir's abusive language used in Parliament proves & Confirm that days Nehru & Gandhi Congress are over & its now Italian Congress.	NOT	NONE	NONE
hasoc_en_2443	And [USER] blamed everyone else for his mistakes too but at least he had a sense of humour.	NOT	NONE	NONE
hasoc_en_2444	This is what two stupid fucks look like..bumass crackheads all over for some little bud. VG4L very gay 4 life is what I see. dick riding bitch pic.twitter.com/tjANQYqtrn	HOF	PRFN	TIN
hasoc_en_2445	GandiNaaliAbuse China and other non democratic countries would be laughing at us. Matter of shame. Time we elected leaders and not RUFFIANS.	NOT	NONE	NONE
hasoc_en_2446	GandiNaaliAbuse It is an insult to the constitution N democracy of the nation.	NOT	NONE	NONE
hasoc_en_2447	,	NOT	NONE	NONE
hasoc_en_2448	Parliment is the temple of Indian democracy and no unparliamentary words should be used. Moreover it shows the character of the person using it.GandiNaaliAbuse	NOT	NONE	NONE
hasoc_en_2449	Your Conservative and DUP colleagues voted not to leave three times.	NOT	NONE	NONE
hasoc_en_2450	E Jean Carrol is not needed to smear President Trump. He can do that all by himself. By the way, she should get some assistance. TL	NOT	NONE	NONE
hasoc_en_2451	GandiNaaliAbuse The stinking drain is only a symbol of the place where the Congi family finds itself in. The abuse was born out of desperation and rage, and is no reflection on the PM who is an exemplary leader.	NOT	NONE	NONE
hasoc_en_2452	Except for a reversal on position of DACA, except Trump's properties are among the employers taking advantage of illegal immigrants, except Trump lowered the number of refugees the US will accept. But, yeah, pretty much the same.	NOT	NONE	NONE
hasoc_en_2453	Hindi toh samaj aati h ye toh natak hai GandiNaaliAbuse	NOT	NONE	NONE
hasoc_en_2454	GandiNaaliAbuse LS is not meant to abuse our highest Executive body nd wasting money nd precious time of Parliament, where number of issues of common ppl get unnoticed! It seems that there is challenge to opposition to become opposition indeed!	NOT	NONE	NONE
hasoc_en_2455	Again Congress started abusing PM from day 1. So pathetic and tragic. Matilaal, JawaharlalN, IndiraG, all were character-corrupt, and now IndiraG is MaGanga! And Mr Modi is Gandi Naali ! Even bastards never speak this language. Hate these parliamentarians.GandiNaaliAbuse	HOF	PRFN	TIN
hasoc_en_2456	Someone please remind AdhirRanjanChowdhury that he's an MP, rather than a street brawl specialist from Didi-land. He starts on a wrong foot with his GandiNaaliAbuse today	NOT	NONE	NONE
hasoc_en_2457	GandiNaaliAbuse Shame on Congress for using filthy language. Congress deserves anhilation from Indian political scene.	NOT	NONE	NONE
hasoc_en_2458	People [USER] of India.. To what level do we want to stoop to? This highly objectionable as time and again we have seen any tom dick harry hurling abuses at our H'nble PM [USER] as again GandiNaaliAbuse GandiNaaliInsult resurfaces STOP IT!	NOT	NONE	NONE
hasoc_en_2459	GandiNaaliAbuse Congress mind set is well reflected after the real buggering defeat. Anger, Frustration, Dead End. It is similar to the Anger of King Dirudhirashtra father of Duryodan in Mahabharat after the war when his entire 100 sons including Duruyodna were killed by Bhim.	NOT	NONE	NONE
hasoc_en_2460	GandiNaaliAbuse Some of these abusive politicians are responsible for fanning hatred & incite atrocities across India. They are part of the problem & not a solution. People of the country have rightly rejected them. They cause immense harm to the society.	NOT	NONE	NONE
hasoc_en_2461	....The wonderful Iranian people are suffering, and for no reason at all. Their leadership spends all of its money on Terror, and little on anything else. The U.S. has not forgotten Irans use of IEDs & EFPs (bombs), which killed 2000 Americans, and wounded many more...	NOT	NONE	NONE
hasoc_en_2462	The leader might be new but the mindset of the Gandhis doesn't change....Mr. Adhir has let down Bengalis today GandiNaaliAbuse [USER]	NOT	NONE	NONE
hasoc_en_2463	dating moms taking young dick video asian doctor chubby chinese pussy angela sora fuck lesbian pic.twitter.com/73dNc6cjJS	HOF	PRFN	TIN
hasoc_en_2464	GandiNaaliAbuse Filthy party has filthy mindset, congress has shown its true colour after the abusive utterance its MP, congress all set to become single digit strength party in next election.	NOT	NONE	NONE
hasoc_en_2465	Mexico has done more to secure our border in 10 days than Democrats in Congress have in 10 YEARS. The time to put Americans first is now, we must act to fix the crisis on the border!	NOT	NONE	NONE
hasoc_en_2466	Basically Congress and it's allies do not like Hindus and PM represents as a Hindu which they absolutely reject. Entire Congress and it's supporters should be thrown out of this country. GandiNaaliAbuse	HOF	HATE	TIN
hasoc_en_2467	GandiNaaliAbuse really shameful to use these words in parliament, 2024 again Modi, congi 5 seats	NOT	NONE	NONE
hasoc_en_2468	Opposition is a shame to the country... GandiNaaliAbuse	HOF	HATE	TIN
hasoc_en_2469	gandinaaliabuse cong shown their true colour in parliament by abusing PM	NOT	NONE	NONE
hasoc_en_2470	GandiNaaliAbuse | The issue is of entitlement. They have been abusing Modi from the very start. For them Indira is India and India is Indira: Dr. Sambit Patra- National Spokesperson, BJP	NOT	NONE	NONE
hasoc_en_2471	Are you crazy?	NOT	NONE	NONE
hasoc_en_2472	E. Jean Carroll responds to Trump saying she's 'not his type'	NOT	NONE	NONE
hasoc_en_2473	gandinaaliabuse you can see how frustrated the losers are. Pathan, chopra, srivastav, bhamla are gandi naalis.That's why people didn't vote for them.	HOF	HATE	TIN
hasoc_en_2474	Have you contacted your Members of Congress today? They work for us (well, they're supposed to). Hold them accountable. DemocracyIsNotASpectatorSport GetInvolved TrumpIsADisgrace TrumpIsATraitor TrumpMustResign [URL]	NOT	NONE	NONE
